time_id,year,month,quarter,season
1070,2080,2,q1,winter
1071,2080,3,q1,spring
1072,2080,4,q2,spring
1073,2080,5,q2,spring
1074,2080,6,q2,summer
1075,2080,7,q3,summer
1076,2080,8,q3,summer
1077,2080,9,q3,fall
1078,2080,10,q4,fall
1079,2080,11,q4,fall
1080,2080,12,q4,winter
1081,2081,1,q1,winter
1082,2081,2,q1,winter
1083,2081,3,q1,spring
1084,2081,4,q2,spring
1085,2081,5,q2,spring
1086,2081,6,q2,summer
1087,2081,7,q3,summer
1088,2081,8,q3,summer
1089,2081,9,q3,fall
1090,2081,10,q4,fall
1091,2081,11,q4,fall
1092,2081,12,q4,winter
1093,2082,1,q1,winter
1094,2082,2,q1,winter
1095,2082,3,q1,spring
1096,2082,4,q2,spring
1097,2082,5,q2,spring
1098,2082,6,q2,summer
1099,2082,7,q3,summer
1100,2082,8,q3,summer
1101,2082,9,q3,fall
1102,2082,10,q4,fall
1103,2082,11,q4,fall
1104,2082,12,q4,winter
1105,2083,1,q1,winter
1106,2083,2,q1,winter
1107,2083,3,q1,spring
1108,2083,4,q2,spring
1109,2083,5,q2,spring
1110,2083,6,q2,summer
1111,2083,7,q3,summer
1112,2083,8,q3,summer
1113,2083,9,q3,fall
1114,2083,10,q4,fall
1115,2083,11,q4,fall
1116,2083,12,q4,winter
1117,2084,1,q1,winter
1118,2084,2,q1,winter
1119,2084,3,q1,spring
1120,2084,4,q2,spring
1121,2084,5,q2,spring
1122,2084,6,q2,summer
1123,2084,7,q3,summer
1124,2084,8,q3,summer
1125,2084,9,q3,fall
1126,2084,10,q4,fall
1127,2084,11,q4,fall
1128,2084,12,q4,winter
1129,2085,1,q1,winter
1130,2085,2,q1,winter
1131,2085,3,q1,spring
1132,2085,4,q2,spring
1133,2085,5,q2,spring
1134,2085,6,q2,summer
1135,2085,7,q3,summer
1136,2085,8,q3,summer
1137,2085,9,q3,fall
1138,2085,10,q4,fall
1139,2085,11,q4,fall
1140,2085,12,q4,winter
1141,2086,1,q1,winter
1142,2086,2,q1,winter
1143,2086,3,q1,spring
1144,2086,4,q2,spring
1145,2086,5,q2,spring
1146,2086,6,q2,summer
1147,2086,7,q3,summer
1148,2086,8,q3,summer
1149,2086,9,q3,fall
1150,2086,10,q4,fall
1151,2086,11,q4,fall
1152,2086,12,q4,winter
1153,2087,1,q1,winter
1154,2087,2,q1,winter
1155,2087,3,q1,spring
1156,2087,4,q2,spring
1157,2087,5,q2,spring
1158,2087,6,q2,summer
1159,2087,7,q3,summer
1160,2087,8,q3,summer
1161,2087,9,q3,fall
1162,2087,10,q4,fall
1163,2087,11,q4,fall
1164,2087,12,q4,winter
1165,2088,1,q1,winter
1166,2088,2,q1,winter
1167,2088,3,q1,spring
1168,2088,4,q2,spring
1169,2088,5,q2,spring
1170,2088,6,q2,summer
1171,2088,7,q3,summer
1172,2088,8,q3,summer
1173,2088,9,q3,fall
1174,2088,10,q4,fall
1175,2088,11,q4,fall
1176,2088,12,q4,winter
1177,2089,1,q1,winter
1178,2089,2,q1,winter
1179,2089,3,q1,spring
1180,2089,4,q2,spring
1181,2089,5,q2,spring
1182,2089,6,q2,summer
1183,2089,7,q3,summer
1184,2089,8,q3,summer
1185,2089,9,q3,fall
1186,2089,10,q4,fall
1187,2089,11,q4,fall
1188,2089,12,q4,winter
1189,2090,1,q1,winter
1190,2090,2,q1,winter
1191,2090,3,q1,spring
1192,2090,4,q2,spring
1193,2090,5,q2,spring
1194,2090,6,q2,summer
1195,2090,7,q3,summer
1196,2090,8,q3,summer
1197,2090,9,q3,fall
1198,2090,10,q4,fall
1199,2090,11,q4,fall
1200,2090,12,q4,winter
1201,2091,1,q1,winter
1202,2091,2,q1,winter
1203,2091,3,q1,spring
1204,2091,4,q2,spring
1205,2091,5,q2,spring
1206,2091,6,q2,summer
1207,2091,7,q3,summer
1208,2091,8,q3,summer
1209,2091,9,q3,fall
1210,2091,10,q4,fall
1211,2091,11,q4,fall
1212,2091,12,q4,winter
1213,2092,1,q1,winter
1214,2092,2,q1,winter
1215,2092,3,q1,spring
1216,2092,4,q2,spring
1217,2092,5,q2,spring
1218,2092,6,q2,summer
1219,2092,7,q3,summer
1220,2092,8,q3,summer
1221,2092,9,q3,fall
1222,2092,10,q4,fall
1223,2092,11,q4,fall
1224,2092,12,q4,winter
1225,2093,1,q1,winter
1226,2093,2,q1,winter
1227,2093,3,q1,spring
1228,2093,4,q2,spring
1229,2093,5,q2,spring
1230,2093,6,q2,summer
1231,2093,7,q3,summer
1232,2093,8,q3,summer
1233,2093,9,q3,fall
1234,2093,10,q4,fall
1235,2093,11,q4,fall
1236,2093,12,q4,winter
1237,2094,1,q1,winter
1238,2094,2,q1,winter
1239,2094,3,q1,spring
1240,2094,4,q2,spring
1241,2094,5,q2,spring
1242,2094,6,q2,summer
1243,2094,7,q3,summer
1244,2094,8,q3,summer
1245,2094,9,q3,fall
1246,2094,10,q4,fall
1247,2094,11,q4,fall
1248,2094,12,q4,winter
1249,2095,1,q1,winter
1250,2095,2,q1,winter
1251,2095,3,q1,spring
1252,2095,4,q2,spring
1253,2095,5,q2,spring
1254,2095,6,q2,summer
1255,2095,7,q3,summer
1256,2095,8,q3,summer
1257,2095,9,q3,fall
1258,2095,10,q4,fall
1259,2095,11,q4,fall
1260,2095,12,q4,winter
1261,2096,1,q1,winter
1262,2096,2,q1,winter
1263,2096,3,q1,spring
1264,2096,4,q2,spring
1265,2096,5,q2,spring
1266,2096,6,q2,summer
1267,2096,7,q3,summer
1268,2096,8,q3,summer
1269,2096,9,q3,fall
1270,2096,10,q4,fall
1271,2096,11,q4,fall
1272,2096,12,q4,winter
1273,2097,1,q1,winter
1274,2097,2,q1,winter
1275,2097,3,q1,spring
1276,2097,4,q2,spring
1277,2097,5,q2,spring
1278,2097,6,q2,summer
1279,2097,7,q3,summer
1280,2097,8,q3,summer
1281,2097,9,q3,fall
1282,2097,10,q4,fall
1283,2097,11,q4,fall
1284,2097,12,q4,winter
1285,2098,1,q1,winter
1286,2098,2,q1,winter
1287,2098,3,q1,spring
1288,2098,4,q2,spring
1289,2098,5,q2,spring
1290,2098,6,q2,summer
1291,2098,7,q3,summer
1292,2098,8,q3,summer
1293,2098,9,q3,fall
1294,2098,10,q4,fall
1295,2098,11,q4,fall
1296,2098,12,q4,winter
1297,2099,1,q1,winter
1298,2099,2,q1,winter
1299,2099,3,q1,spring
1300,2099,4,q2,spring
1301,2099,5,q2,spring
1302,2099,6,q2,summer
1303,2099,7,q3,summer
1304,2099,8,q3,summer
1305,2099,9,q3,fall
1306,2099,10,q4,fall
1307,2099,11,q4,fall
1308,2099,12,q4,winter
